Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,country,gender,age,agegroup,continent,region,anxiety_score,anxiety_status
2,3,1,1,2,2,1,2,1,2,1,1,1,3,1,3,1,2,1,1,2,3,1,2,1,2,2,1,1,1,3,2,1,1,3,1,2,2,2,2,1,2,US,1,41,3,NA,west,3,0
4,3,4,3,3,4,4,3,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3,3,MY,2,18,1,AS,east,34,1
3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,US,1,23,1,NA,west,39,1
4,4,2,3,4,4,2,3,4,2,4,3,3,4,1,2,4,3,4,2,2,2,1,2,4,3,3,2,4,2,1,2,4,3,3,3,3,2,2,4,2,3,MY,1,21,1,AS,east,24,1
2,4,4,1,4,3,1,4,2,4,2,2,4,4,1,4,4,4,1,1,4,3,1,4,2,4,2,2,3,3,4,2,2,4,3,1,4,4,2,4,1,4,US,1,32,2,NA,west,11,0
4,3,4,1,4,4,1,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,1,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,US,1,18,1,NA,west,22,1
3,4,4,3,1,3,3,1,4,3,4,4,3,1,1,3,4,4,3,4,4,4,1,3,4,4,3,3,4,1,4,1,3,4,4,4,3,4,4,4,1,4,MY,2,18,1,AS,east,26,1
4,2,2,3,4,2,1,1,4,3,3,1,3,2,1,2,2,3,4,2,4,3,2,3,2,4,4,2,3,3,4,3,2,4,2,3,3,3,3,4,4,2,MY,2,20,1,AS,east,23,1
3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,BR,2,19,1,SA,other,26,1
2,4,2,2,2,2,4,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,3,3,2,3,MY,2,24,1,AS,east,23,1
2,4,3,3,2,3,1,4,3,4,2,2,3,3,1,2,4,2,1,1,1,3,1,2,3,4,2,3,4,3,2,2,3,4,3,2,2,2,3,1,1,2,US,2,68,6,NA,west,14,0
4,2,4,3,1,3,1,1,2,4,2,1,4,1,1,2,4,3,2,1,3,2,1,2,3,4,3,1,3,1,3,3,1,4,2,3,4,3,4,1,1,3,MY,2,25,1,AS,east,9,0
2,2,1,3,3,3,1,2,2,4,2,3,3,3,2,1,2,2,1,2,1,2,1,2,2,2,2,2,3,1,1,2,3,2,1,2,3,1,2,2,1,4,US,2,18,1,NA,west,10,0
4,3,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,US,2,18,1,NA,west,35,1
4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,MY,2,18,1,AS,east,40,1
3,4,2,2,3,3,2,4,4,1,3,4,2,4,1,2,2,3,1,2,1,3,2,2,3,2,4,3,4,3,2,4,3,3,4,4,2,2,3,4,1,4,BR,2,30,2,SA,other,22,1
3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,MY,2,55,4,AS,east,40,1
2,4,1,1,4,2,1,1,3,4,3,4,2,4,1,4,4,1,3,3,4,3,1,4,1,1,3,2,4,1,2,4,2,4,2,2,4,4,2,2,3,1,MY,1,25,1,AS,east,14,0
3,4,2,3,4,3,1,4,4,1,4,2,2,3,2,1,1,3,3,2,2,3,2,1,2,3,3,2,3,4,2,4,4,1,4,2,2,1,4,3,1,3,US,1,27,1,NA,west,21,1
3,1,4,3,4,3,3,3,3,4,3,3,4,3,1,4,4,2,4,4,4,3,1,3,3,3,3,3,2,4,3,2,3,4,3,4,4,4,3,4,3,3,MY,2,21,1,AS,east,27,1
1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,3,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,2,1,1,2,1,1,3,2,2,2,MY,1,18,1,AS,east,8,0
3,1,2,1,2,3,1,3,2,3,4,2,4,4,2,3,2,2,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,3,3,3,4,3,4,4,1,2,MY,1,24,1,AS,east,16,1
3,4,4,4,4,3,1,2,3,4,3,4,3,3,2,2,3,3,2,4,4,2,3,3,3,3,3,2,4,4,4,4,3,3,3,4,3,4,3,2,1,4,MY,1,20,1,AS,east,25,1
4,2,2,3,4,3,3,3,4,4,3,3,4,2,1,3,3,2,2,3,3,2,1,2,4,3,2,4,4,1,2,2,4,4,2,3,3,3,2,4,2,2,US,2,22,1,NA,west,23,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,US,1,21,1,NA,west,1,0
4,4,2,1,4,3,1,1,2,2,4,3,3,4,2,3,2,3,1,2,2,3,1,3,3,4,4,2,2,2,2,2,2,3,3,1,1,1,4,3,3,4,US,2,18,1,NA,west,14,0
4,2,2,3,2,3,1,4,4,2,4,1,3,3,1,2,2,2,1,2,2,3,3,2,3,3,4,1,4,3,2,3,1,2,2,1,2,2,3,2,1,2,PH,2,21,1,AS,east,14,0
2,4,2,1,1,1,3,1,2,1,3,3,2,3,2,1,2,2,2,1,2,1,1,1,1,3,4,2,3,3,2,3,3,2,3,1,1,4,1,1,2,2,BR,1,18,1,SA,other,12,0
4,2,1,4,3,1,4,4,4,4,3,2,3,2,4,4,4,4,4,4,4,4,4,1,4,3,4,2,3,2,3,3,4,4,3,4,4,4,4,4,4,4,BR,1,19,1,SA,other,36,1
4,3,4,2,4,3,4,4,4,3,4,4,4,3,4,2,1,4,4,4,2,4,1,2,3,4,4,4,3,4,1,2,4,4,3,3,2,4,4,4,4,2,MY,2,21,1,AS,east,34,1
2,4,2,4,3,2,3,3,3,4,2,4,4,4,4,4,4,3,4,2,4,3,4,4,3,4,4,3,2,3,4,4,2,4,4,2,3,4,4,3,4,4,MY,2,21,1,AS,east,32,1
2,3,1,1,3,4,1,2,2,1,4,2,2,2,1,4,4,3,3,1,3,3,1,4,2,2,4,2,4,4,3,3,2,3,3,1,2,1,4,3,1,4,MY,2,26,1,AS,east,12,0
4,4,2,4,4,3,4,3,4,3,4,4,4,2,3,3,4,3,1,4,4,3,3,3,4,4,4,4,4,4,3,2,4,4,3,3,4,4,3,4,2,4,MY,2,22,1,AS,east,34,1
2,2,2,2,2,2,3,4,1,3,4,2,4,4,1,4,2,2,3,3,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,MY,2,22,1,AS,east,16,1
2,4,1,1,4,2,2,2,4,1,4,4,4,2,2,3,3,2,2,2,3,4,3,3,2,3,2,1,4,4,3,2,3,2,3,4,1,3,3,2,2,3,MY,2,19,1,AS,east,21,1
2,1,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,MY,2,38,3,AS,east,11,0
4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,MY,1,27,1,AS,east,34,1
3,4,4,2,4,1,2,3,3,4,3,4,4,2,1,4,4,1,2,4,4,1,1,4,2,4,4,3,3,4,4,1,3,4,2,4,4,4,4,4,2,4,US,2,19,1,NA,west,24,1
2,3,3,3,2,3,2,3,4,1,3,3,4,3,1,3,3,4,4,3,2,3,3,3,3,4,4,3,3,3,2,2,2,3,2,3,2,3,3,3,4,2,MY,1,18,1,AS,east,28,1
3,3,3,1,2,2,1,2,3,4,3,2,3,4,1,4,4,4,1,2,4,2,1,2,2,4,3,2,2,2,3,3,2,4,2,2,4,4,2,2,3,4,MY,2,23,1,AS,east,12,0
2,1,1,1,3,3,1,3,3,2,2,1,3,1,1,2,4,3,1,1,2,2,1,2,1,2,2,2,2,1,3,3,2,3,3,2,1,1,3,1,1,2,US,1,34,2,NA,west,4,0
4,4,4,2,3,4,2,4,4,3,4,3,4,4,2,4,4,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,1,3,4,4,2,3,3,1,2,MY,2,27,1,AS,east,29,1
1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,MY,1,21,1,AS,east,4,0
3,2,4,1,3,3,1,3,3,3,3,2,3,2,1,4,4,4,1,4,4,2,1,4,1,3,3,2,3,4,4,3,2,4,2,4,4,4,3,3,1,3,MY,2,23,1,AS,east,15,1
1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,1,1,1,1,1,2,1,US,2,19,1,NA,west,1,0
2,1,2,1,2,1,1,4,2,2,1,1,2,2,1,2,3,2,1,1,3,2,1,2,1,3,1,1,1,1,3,2,1,3,2,1,2,1,2,1,2,3,US,2,51,4,NA,west,2,0
2,2,1,1,2,3,1,3,3,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,1,2,1,1,2,US,2,45,3,NA,west,4,0
4,2,3,3,2,3,4,3,4,2,4,4,4,2,4,3,3,4,3,4,3,2,1,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,4,4,3,2,MY,2,20,1,AS,east,32,1
2,3,2,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,1,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,MY,2,19,1,AS,east,22,1
1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,US,2,49,4,NA,west,1,0
3,2,2,1,2,3,3,2,3,2,2,2,3,2,1,1,2,2,2,3,2,3,1,2,1,3,2,3,1,1,2,2,2,4,2,2,2,2,4,3,2,2,US,2,18,1,NA,west,14,0
1,2,1,1,2,3,1,3,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,3,2,2,1,3,1,1,2,1,1,2,3,1,1,US,2,18,1,NA,west,7,0
2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,PH,2,42,3,AS,east,16,1
2,4,2,1,4,2,1,2,1,2,3,1,2,4,1,1,2,1,1,1,2,1,1,2,1,2,3,1,2,2,2,4,1,2,3,3,1,1,2,2,1,4,MY,2,21,1,AS,east,7,0
2,1,1,1,1,3,2,4,3,1,3,4,1,4,4,1,1,1,1,3,1,4,2,1,3,1,4,4,2,2,1,2,4,2,2,2,1,1,4,3,2,1,US,2,19,1,NA,west,19,1
4,4,4,2,4,4,2,4,4,4,4,1,4,4,1,4,4,4,1,2,4,4,1,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,2,4,MY,1,30,2,AS,east,23,1
3,1,3,1,3,2,4,3,4,4,1,3,3,4,2,3,4,1,1,1,3,3,1,3,1,3,3,3,3,1,4,2,3,4,1,2,4,4,3,4,1,3,SG,2,23,1,AS,east,13,0
4,3,1,2,2,4,3,4,3,1,4,3,3,4,2,2,3,3,2,2,1,4,2,2,3,3,4,3,3,3,2,4,4,2,4,3,1,1,4,3,4,2,AE,2,42,3,AS,east,24,1
1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,ZA,2,45,3,AF,other,0,0
2,2,1,1,2,2,2,2,3,1,2,3,2,3,2,1,2,2,1,2,1,2,1,3,3,2,1,2,2,3,1,2,3,2,1,2,1,1,2,2,1,2,MY,2,31,2,AS,east,13,0
4,4,3,2,3,4,2,3,4,2,4,3,2,4,2,2,4,1,4,2,3,3,1,2,3,4,4,2,4,2,2,4,4,3,3,3,2,3,2,3,2,2,MY,2,18,1,AS,east,22,1
3,2,4,4,4,2,3,4,4,4,4,2,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,3,2,4,4,2,4,4,3,2,4,4,3,1,3,4,US,1,19,1,NA,west,29,1
2,2,4,1,2,3,1,2,2,4,3,2,4,2,1,3,4,1,1,2,4,2,1,4,1,4,3,1,3,3,4,2,3,4,2,2,4,4,4,2,1,3,US,1,38,3,NA,west,7,0
2,1,4,1,3,2,1,2,1,4,3,1,3,2,1,4,3,2,1,1,4,2,1,3,1,4,2,1,2,2,3,2,1,3,3,1,4,4,2,1,1,4,US,1,22,1,NA,west,1,0
2,1,1,1,3,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,US,2,32,2,NA,west,0,0
3,3,3,2,4,4,2,2,2,2,4,3,3,2,3,3,2,2,1,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,2,4,PH,2,20,1,AS,east,20,1
4,3,4,3,2,4,1,3,2,4,3,3,3,3,1,2,4,3,2,3,3,2,2,4,2,4,4,2,3,3,3,3,3,3,1,2,4,4,3,3,1,3,US,2,37,2,NA,west,16,1
3,1,3,1,3,2,1,2,1,2,3,2,3,2,1,3,4,3,1,3,4,2,1,2,1,4,3,2,3,4,1,3,3,4,2,3,4,4,1,4,1,4,MY,1,22,1,AS,east,11,0
4,2,3,1,4,1,2,2,4,3,4,3,4,1,1,4,1,1,2,4,4,1,1,4,1,4,1,3,1,4,4,2,3,1,4,2,4,4,3,1,2,4,IL,1,20,1,AS,east,16,1
1,2,2,1,3,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,US,1,60,5,NA,west,2,0
3,3,3,4,4,4,4,4,4,2,3,4,4,3,4,4,4,3,3,4,2,3,2,3,3,3,3,4,4,4,3,3,3,4,2,2,2,3,3,4,4,4,US,2,24,1,NA,west,35,1
3,1,1,1,2,4,1,1,3,2,3,1,1,4,1,2,2,2,2,1,1,1,1,1,2,1,3,1,1,1,3,4,1,1,4,1,1,1,2,1,1,4,US,1,23,1,NA,west,4,0
3,1,4,3,4,3,2,3,3,4,4,2,4,2,1,4,4,2,1,3,4,3,1,4,2,4,3,4,3,2,4,3,3,4,2,4,4,4,4,4,2,4,US,2,19,1,NA,west,19,1
4,1,2,4,2,4,4,3,4,3,4,4,2,4,1,3,2,3,1,4,2,3,4,3,4,2,4,4,4,4,3,4,4,2,4,4,2,2,4,4,4,3,NZ,2,54,4,OC,west,33,1
1,4,1,1,1,1,1,2,1,1,1,3,2,4,1,1,1,3,1,1,1,1,1,1,1,1,3,4,1,1,4,1,4,1,2,1,1,1,2,1,1,1,US,2,39,3,NA,west,6,0
3,4,3,1,3,2,2,3,4,2,3,3,3,3,4,3,3,3,1,2,3,3,1,2,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,3,2,MY,2,27,1,AS,east,22,1
4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,MY,2,26,1,AS,east,31,1
1,1,2,2,1,1,1,3,1,1,1,1,2,2,3,1,1,1,1,1,1,3,1,1,4,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,US,1,20,1,NA,west,6,0
1,2,3,1,1,1,1,2,1,4,1,1,1,1,1,4,3,3,1,2,3,1,1,4,1,2,1,2,2,3,4,1,1,3,1,2,3,4,2,3,1,3,MY,2,26,1,AS,east,8,0
4,1,3,2,4,4,4,4,4,4,3,3,4,2,2,4,4,4,1,4,4,4,1,4,2,4,4,4,4,2,3,4,3,4,2,4,4,4,3,4,1,4,CA,1,26,1,NA,west,22,1
3,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,3,2,2,2,1,2,1,2,2,2,1,1,2,3,2,3,2,2,2,2,2,1,3,3,1,2,MY,1,19,1,AS,east,13,0
1,1,4,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,3,1,3,1,2,2,1,3,1,3,2,2,2,1,1,2,2,2,1,1,3,NZ,1,62,5,OC,west,1,0
4,3,2,1,3,2,3,3,4,2,3,3,4,3,1,3,4,3,4,2,3,2,2,2,4,4,4,3,3,3,2,3,2,3,1,2,2,3,4,4,2,2,MY,2,51,4,AS,east,24,1
2,1,1,2,1,2,1,2,1,1,2,3,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,MY,2,37,2,AS,east,7,0
3,3,3,3,3,4,3,3,4,3,4,3,3,2,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,MY,2,21,1,AS,east,29,1
2,1,2,1,1,3,1,3,3,3,2,3,3,1,1,3,2,2,2,2,1,2,1,2,1,3,2,1,3,2,3,1,2,4,2,2,3,1,2,3,1,1,US,2,63,5,NA,west,8,0
3,2,3,4,2,3,3,3,2,2,3,3,4,4,2,3,3,4,3,3,2,2,3,4,3,4,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,2,US,2,25,1,NA,west,25,1
3,4,2,1,1,3,2,2,4,3,3,4,2,2,1,2,2,3,4,4,1,2,1,2,3,3,4,4,3,3,2,3,4,2,2,3,4,2,4,4,1,3,PH,1,18,1,AS,east,25,1
2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,MY,2,27,1,AS,east,2,0
2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,US,1,46,3,NA,west,5,0
3,4,4,3,4,3,2,4,4,4,2,4,4,4,1,4,4,1,4,4,4,4,1,4,2,4,4,3,4,4,4,4,4,4,3,4,4,4,2,4,4,4,PH,2,18,1,AS,east,30,1
1,2,1,1,2,1,1,1,1,3,1,2,2,2,1,2,3,2,1,1,4,1,1,2,1,2,1,1,2,3,2,1,1,2,1,1,3,4,1,1,1,2,HK,2,34,2,AS,east,3,0
4,1,4,2,4,4,1,4,4,4,4,4,4,1,1,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,MY,2,18,1,AS,east,26,1
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,2,3,4,4,4,3,4,US,2,31,2,NA,west,37,1
4,1,1,1,4,4,2,1,4,1,4,3,4,1,2,1,1,3,1,3,2,2,1,2,1,2,4,2,4,1,2,2,2,4,2,1,1,2,3,4,1,4,US,2,18,1,NA,west,11,0
1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,NZ,2,54,4,OC,west,7,0
2,1,4,2,4,2,2,3,4,4,3,1,4,2,2,4,4,3,2,2,4,2,1,4,3,4,4,2,3,1,4,3,2,4,4,1,4,4,3,2,1,4,US,2,53,4,NA,west,12,0
3,2,1,1,1,1,1,3,1,1,2,2,3,3,1,2,3,1,1,2,1,1,1,1,1,3,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,PH,2,26,1,AS,east,5,0
1,3,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,3,2,2,2,1,1,2,2,2,1,2,US,1,38,3,NA,west,5,0
2,4,3,4,4,2,3,2,1,4,2,2,4,2,3,4,4,2,1,2,3,3,3,3,4,4,2,2,2,2,3,2,2,3,2,2,3,4,3,2,3,3,US,2,18,1,NA,west,22,1
4,1,3,1,3,4,2,4,4,4,4,3,4,4,2,3,4,3,2,2,4,4,1,3,2,3,3,3,4,2,3,4,3,3,4,4,4,3,3,3,2,3,MY,2,28,2,AS,east,17,1
2,3,2,3,4,2,3,3,4,3,2,4,3,1,1,4,3,3,3,1,2,2,2,3,3,3,3,4,2,3,3,3,3,2,2,1,3,3,2,1,1,3,US,2,48,4,NA,west,19,1
1,4,1,1,2,1,4,4,2,1,1,2,4,4,2,4,1,3,1,3,1,3,4,4,2,3,2,1,1,2,3,4,2,4,4,2,1,1,2,1,3,4,MY,1,27,1,AS,east,18,1
3,2,2,3,2,2,2,2,3,2,3,2,3,3,2,2,3,4,1,3,2,3,1,3,2,3,3,2,2,3,2,2,2,3,2,3,2,2,3,2,3,2,MY,2,22,1,AS,east,18,1
2,1,2,1,2,1,3,4,2,3,4,4,4,2,2,4,1,4,2,1,2,4,3,4,1,4,1,2,2,4,2,4,4,4,2,2,3,1,2,3,1,2,ID,2,18,1,AS,east,14,0
3,3,4,1,3,3,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,3,3,3,3,1,3,3,3,3,4,3,3,4,4,4,3,4,3,3,3,4,ID,1,23,1,AS,east,28,1
1,1,2,1,2,2,1,3,1,3,1,2,2,2,1,3,2,1,1,2,1,2,1,3,2,1,2,1,1,2,3,1,1,1,2,2,2,1,2,1,1,4,US,1,27,1,NA,west,4,0
4,1,1,1,3,1,2,2,3,1,4,2,4,2,1,4,1,3,2,2,1,4,1,2,2,4,4,2,4,1,4,4,2,2,4,2,3,2,2,1,2,3,ID,2,21,1,AS,east,9,0
2,1,2,1,2,2,1,4,2,2,4,2,4,2,1,4,4,3,1,2,4,2,1,2,2,4,4,1,2,2,3,2,1,4,2,4,3,2,2,2,1,2,MY,2,27,1,AS,east,8,0
2,1,2,2,2,3,1,2,2,2,2,1,3,1,1,3,3,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,4,2,2,1,1,MY,2,25,1,AS,east,5,0
1,1,2,2,3,1,1,2,2,2,2,2,4,1,1,3,2,1,3,2,2,2,1,3,2,3,2,2,4,1,4,2,1,4,1,3,4,3,1,3,1,3,MY,2,22,1,AS,east,11,0
1,4,2,4,3,4,3,4,3,3,1,4,3,2,3,4,3,2,4,4,3,3,1,3,4,3,1,3,2,2,2,4,3,3,3,4,2,3,3,3,3,3,US,2,28,2,NA,west,31,1
3,3,3,3,2,4,4,4,3,4,3,4,3,4,3,2,4,1,3,2,4,3,2,2,3,3,4,2,3,2,3,3,4,4,3,3,3,4,3,4,2,3,US,2,30,2,NA,west,25,1
3,1,2,2,2,2,2,4,3,1,3,2,3,3,2,2,2,3,2,2,2,3,1,2,2,2,1,2,2,2,2,4,3,2,3,1,1,1,2,3,2,2,MY,2,25,1,AS,east,13,0
2,4,3,4,3,4,4,4,2,3,3,3,4,4,4,4,4,4,1,4,4,4,2,3,2,4,3,2,4,2,4,3,3,4,2,4,4,4,4,4,1,4,MY,2,28,2,AS,east,26,1
4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,US,1,49,4,NA,west,41,1
1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,CA,1,58,5,NA,west,2,0
4,2,3,2,4,3,2,2,2,4,4,4,4,2,2,4,4,4,2,4,4,3,3,3,2,4,4,3,4,4,4,4,2,4,3,4,4,4,2,4,3,3,MY,2,18,1,AS,east,25,1
1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,US,2,18,1,NA,west,1,0
4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,US,2,23,1,NA,west,39,1
4,3,3,2,2,3,4,3,3,4,3,4,3,2,2,3,3,2,2,3,4,2,1,3,2,3,3,3,2,2,4,2,4,3,2,2,3,4,3,2,4,2,US,2,23,1,NA,west,21,1
2,1,1,1,3,2,1,3,3,2,1,2,3,4,1,2,2,1,1,1,2,3,1,2,2,2,2,1,1,1,4,2,2,2,2,1,2,2,3,2,1,2,US,2,24,1,NA,west,4,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MY,2,45,3,AS,east,0,0
2,1,2,4,4,1,2,4,3,2,4,1,4,4,1,2,4,4,3,4,4,3,1,2,3,4,4,2,4,4,4,3,4,3,1,3,4,2,3,2,2,2,MY,2,23,1,AS,east,21,1
2,1,1,1,3,2,2,1,1,2,2,1,2,1,1,2,3,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,3,1,2,3,2,1,1,4,US,2,52,4,NA,west,1,0
4,4,4,3,4,3,3,4,4,4,4,4,4,3,1,3,4,4,4,4,2,4,2,3,4,4,4,4,4,3,2,4,4,4,4,4,2,2,3,4,4,4,MY,2,20,1,AS,east,34,1
4,4,4,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,MY,2,22,1,AS,east,31,1
2,1,2,2,2,2,1,2,3,3,3,2,3,2,1,4,3,2,3,2,3,2,1,3,2,2,2,2,3,2,4,2,2,3,2,3,3,3,2,3,1,3,MY,2,22,1,AS,east,13,0
1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,US,2,66,5,NA,west,2,0
2,1,3,1,3,2,2,4,2,2,4,2,4,3,2,4,4,3,1,2,2,2,1,4,2,4,3,2,3,2,4,2,2,4,2,4,2,4,2,2,1,2,MY,2,27,1,AS,east,11,0
3,1,4,2,2,1,1,4,4,3,2,4,3,1,2,4,4,3,1,4,2,2,1,4,4,4,2,4,2,4,3,1,4,4,1,4,1,2,1,4,4,4,MY,2,18,1,AS,east,26,1
2,1,2,1,2,2,1,3,2,3,2,1,3,2,1,3,1,2,1,1,3,4,1,2,1,3,2,2,2,1,2,1,2,1,2,2,3,4,2,2,1,2,US,1,45,3,NA,west,4,0
4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,1,4,MY,2,25,1,AS,east,26,1
3,3,2,4,2,4,4,3,3,2,2,4,4,3,1,3,3,2,2,2,4,2,1,2,3,2,3,2,4,3,3,4,2,2,2,2,2,2,3,3,3,4,US,1,24,1,NA,west,22,1
4,2,3,2,3,4,2,4,3,2,4,3,4,4,2,2,2,2,1,3,2,2,2,2,3,3,4,2,4,3,3,3,3,2,1,2,2,1,3,4,1,4,ID,2,20,1,AS,east,18,1
